Material Genético
AEC0144
AEC0144
SUZBA1083
AEC0144
AEC0144
AEC1528
AEC0144
AEC1528
AEC0144
AEC0144
AEC0144
SUZA1099
SUZBA1922
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
SUZA1099
AEC0144
SUZBA1083
SUZBA1922
AEC1528
AEC0144
AEC0144
SUZA0562
AEC0144
AEC0144
SUZA0217
AEC0144
CO1355
SUZA0562
AEC0144
CO1355
EUR
BHN0003
CO1355
CO1355
EPE
AEC0144
SUZA0217
AEC0144
SUZA0562
CO1355
SUZA0562
SUZA0562
SUZA0562
AEC0144
SUZA0562
CO1355
AEC0144
QGS0149
AEC0144
SUZA0217
CO1407
CO1407
CO1407
BA6021
SUZA0562
CO1355
SUZMA2019
SUZA0562
SUZA0562
SUZA0562
QGS0155
SUZA0562
AEC0144
SUZA0562
AEC0144
SUZA0217
SUZA0217
AEC0144
SUZA0217
SUZA0217
SUZA0562
AEC0144
BA6021
CO1355
AEC0144
AEC0144
CO0321
CO1355
CO1407
SUZA0562
AEC0042
SUZA0562
AEC0144
AEC0144
AEC0144
AEC1528
AEC0144
SUZA1099
SUZA1099
SUZMA2019
SUZMA2025
SUZMA2025
VE41
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2022
SUZMA2049
SUZMA2022
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2025
AEC0144
AEC0144
AEC0144
SUZMA2019
AEC0144
SUZMA2019
IPB2
BA6021
CO1423
CO1407
BA6021
GER0680
VCC865
AEC0042
BA6021
GER0680
AEC1528
AEC0144
AEC1528
AEC1528
BA6021
AEC1528
BA6021
CO1277
BA6021
BA6021
BA6021
VES0032
IPB2
AEC0224
BA6021
VES0032
BA6021
BA6021
IPB1
VES0032
BA6021
BA6021
AEC1528
VES0021
BA6021
AEC0224
AEC0224
BA6021
BA6021
VES0021
AEC0144
AEC0224
VES0021
GG100
IPB2
AEC1528
AEC0144
AEC0224
AEC1528
AEC1528
BA6021
AEC1528
AEC1528
BA6021
VCC865
AEC1528
AEC1528
AEC1528
BA6021
AEC1528
BA6021
AEC1528
AEC1528
SUZA0217
AEC1528
VES0021
BA6021
AEC1528
VES0021
AEC1528
CO1355
AEC1528
AEC1528
BA6021
AEC1528
AEC1528
AEC0224
BA6021
CO1407
VES0021
BA6021
SUZA0217
VE41
SUZA0217
BA6021
CO1423
VES0021
SUZA0217
CO1423
CO1407
VES0021
VES0021
BA6021
AEC1528
CO1423
AEC0224
AEC0224
CO1407
AEC1528
AEC1528
AEC1528
CO1407
CO1407
AEC1528
AEC0224
AEC1528
BHN1355
AEC0224
BA6021
VES0021
AEC1528
CO1423
SUZA0217
AEC1528
SUZA0217
CO1423
AEC1528
AEC0224
AEC1528
CO1407
BA7340
AEC0224
AEC1528
AEC1528
AEC1528
AEC0224
AEC0224
CO1407
FGCA0007
AEC1528
AEC1528
AEC0144
SUZA0217
SUZA0217
AEC1528
VES0021
BA6021
AEC1528
VE41
SUZA0217
AEC1528
BA6021
CO1423
AEC1528
SUZA0217
SUZA0217
VE41
SUZA0217
BA6021
BA6021
AEC1528
VE41
AEC1528
VES0021
AEC1528
VCC865
BA6021
SUZA0217
AEC0224
SUZA0217
BA7340
AEC1528
SUZA0217
AEC1528
BA6021
SUZA0217
AEC0224
SUZA0217
VCC865
AEC0224
SUZA0217
AEC0224
SUZA0217
SUZA0217
CO1404
VE41
AEC0144
AEC0144
CO1404
VE41
AEC1528
VE41
CNB386
IPB1
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
AEC0144
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
VCC975
BA6021
SUZA0407
SUZBA1922
CO1355
SUZA0562
SUZA1253
SUZMA2019
SUZA0407
SUZMA2019
SUZA1250
SUZMA2019
SUZMA2019
SUZMA2019
SUZA1265
SUZA1265
SUZMA2019
SUZMA2019
SUZA1958
SUZA0385
BA6021
SUZA1253
BA6021
BA6021
SUZMA2019
BA6021
BA6021
BA6021
BA6021
BA6021
SUZA1250
SUZA0562
SUZMA2019
SUZA0385
SUZMA2019
SUZA0385
SUZMA2019
SUZA0385
SUZMA2019
SUZA0385
SUZMA2019
SUZA0385
SUZA0385
SUZA0385
SUZMA2019
SUZA0385
SUZMA2019
SUZMA2019
SUZA0562
SUZMA2019
SUZMA2019
SUZMA2019
SUZA0562
SUZA0562
CO1355
SUZA0562
CO1355
SUZBA1922
SUZA0562
CO1355
SUZBA1083
SUZA0562
CO1355
CO1355
SUZBA1922
SUZMA2019
SUZMA2019
SUZMA2019
SUZA1250
SUZA0385
SUZMA2019
AEC0144
AEC0144
CO1355
SUZA0562
SUZA0562
AEC0144
SUZMA2019
SUZA0562
SUZA0562
SUZMA2019
SUZA0562
SUZA1250
SUZBA1922
CO1355
SUZA0562
CO1355
SUZA0562
SUZMA2019
CO1355
BA6021
SUZA0407
SUZA0562
SUZA0385
SUZA0407
SUZA1253
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZBA1083
AEC0144
CO1355
CO1355
SUZA0562
SUZA1099
CO1355
PESQUISA
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0385
SUZMA2019
SUZA0385
SUZMA2019
SUZMA2019
VCC975
SUZA1250
SUZA0385
SUZMA2019
SUZA0407
SUZA1250
SUZMA2019
SUZA1250
SUZMA2019
SUZA1250
SUZA0562
SUZMA2019
SUZMA2019
AMC08
SUZA0562
SUZA0562
CO1355
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
SUZA0562
AEC0144
SUZMA2019
SUZA1250
SUZMA2019
SUZMA2019
SUZBA1922
SUZA0385
SUZA0385
SUZA1253
SUZMA2019
SUZA1253
SUZMA2019
SUZA1250
SUZA1250
SUZMA2019
SUZA1250
SUZA1250
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
AEC0144
AEC1528
SUZA1250
AEC0144
AEC0144
SUZA0562
AEC0144
AEC0144
SUZA0385
AEC0144
CO1355
GG100
AEC0144
GG100
SUZMA2019
SUZMA2019
SUZA1253
SUZMA2019
SUZA1250
CO1355
CO1355
AEC0144
SUZA1250
SUZA1250
SUZMA2019
VCC975
VCC975
VCC975
VCC975
SUZMA2019
SUZA1253
SUZMA2019
AMC08
SUZMA2019
SUZA1250
SUZMA2019
SUZMA2019
SUZMA2019
SUZA1250
SUZA1250
SUZA0385
SUZMA2019
CO1407
SUZA1250
AMC03
SUZMA2019
SUZMA2019
SUZA1250
SUZMA2019
SUZA0407
SUZA0407
SUZA1250
SUZA0407
BA6021
SUZA0407
SUZMA2019
SUZMA2019
SUZA1250
SUZA0385
SUZA1253
SUZMA2019
SUZA1250
SUZA1250
SUZMA2019
SUZA0407
SUZMA2019
SUZMA2019
SUZA1253
SUZA1250
SUZMA2019
SUZA1253
SUZMA2019
SUZMA2019
SUZBA1922
SUZA1250
SUZA1253
SUZMA2019
SUZMA2019
SUZA1265
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZA0407
SUZMA2019
SUZA1250
SUZMA2019
SUZA1958
SUZA1250
SUZMA2019
SUZMA2019
SUZA1250
SUZA1250
SUZA0385
SUZMA2003
SUZA0385
SUZMA2019
SUZMA2019
SUZMA2019
SUZA1250
SUZA1250
SUZMA2019
SUZMA2019
SUZMA2019
SUZA1250
SUZA0385
SUZA0385
SUZMA2019
SUZA0385
SUZA1250
SUZA0407
SUZMA2019
SUZA0385
SUZA1250
SUZA1253
SUZA0385
SUZA1250
SUZMA2019
SUZA0385
SUZA1250
SUZA1250
SUZA0385
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZA0385
SUZA1250
SUZA0385
SUZA0385
SUZA0407
SUZSP1002
SUZMA2019
SUZMA2019
SUZA0385
SUZMA2019
PESQUISA
VCC975
SUZMA2019
SUZA0385
SUZA0407
SUZA0385
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
PESQUISA
SUZMA2019
SUZMA2019
VCC975
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
SUZMA2019
AEC0144
